date,time,uid,suspects,refuses,confirmado,deads,local,cases,comments,broadcast,deaths
2020-03-15,19:15,14,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,15,1,23,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,16,1,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,17,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,21,6,2,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,22,1,2,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,23,22,59,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,24,14,15,NA,NA,NA,1,NA,NA,NA
2020-03-15,19:15,25,27,11,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,26,18,23,NA,NA,NA,2,NA,NA,NA
2020-03-15,19:15,27,14,21,NA,NA,NA,1,NA,NA,NA
2020-03-15,19:15,28,1,11,NA,NA,NA,1,NA,NA,NA
2020-03-15,19:15,29,65,36,NA,NA,NA,2,NA,TRUE,NA
2020-03-15,19:15,31,106,85,NA,NA,NA,2,NA,NA,NA
2020-03-15,19:15,32,51,21,NA,NA,NA,1,NA,NA,NA
2020-03-15,19:15,33,95,147,NA,NA,NA,24,Transmissão comunitária no município do Rio de Janeiro,TRUE,NA
2020-03-15,19:15,35,1125,551,NA,NA,NA,136,Transmissão comunitária no município de São Paulo.,TRUE,NA
2020-03-15,19:15,41,80,50,NA,NA,NA,6,NA,NA,NA
2020-03-15,19:15,42,102,41,NA,NA,NA,6,NA,NA,NA
2020-03-15,19:15,43,66,217,NA,NA,NA,6,NA,NA,NA
2020-03-15,19:15,50,15,16,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,51,8,7,NA,NA,NA,NA,NA,NA,NA
2020-03-15,19:15,52,4,49,NA,NA,NA,3,NA,NA,NA
2020-03-15,19:15,53,81,91,NA,NA,NA,8,NA,NA,NA
2020-03-16,15:50,11,2,1,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,12,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,13,NA,7,NA,NA,NA,1,NA,NA,NA
2020-03-16,15:50,14,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,15,1,22,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,16,2,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,17,3,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,21,6,2,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,22,2,3,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,23,22,60,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,24,14,15,NA,NA,NA,1,NA,NA,NA
2020-03-16,15:50,25,33,15,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,26,18,23,NA,NA,NA,2,NA,NA,NA
2020-03-16,15:50,27,16,22,NA,NA,NA,1,NA,NA,NA
2020-03-16,15:50,28,1,11,NA,NA,NA,1,NA,NA,NA
2020-03-16,15:50,29,65,40,NA,NA,NA,2,NA,TRUE,NA
2020-03-16,15:50,31,102,88,NA,NA,NA,5,NA,NA,NA
2020-03-16,15:50,32,50,21,NA,NA,NA,1,NA,NA,NA
2020-03-16,15:50,33,96,153,NA,NA,NA,31,Transmissão comunitária no município do Rio de Janeiro,TRUE,NA
2020-03-16,15:50,35,1177,623,NA,NA,NA,152,Transmissão comunitária no município de São Paulo.,TRUE,NA
2020-03-16,15:50,41,85,83,NA,NA,NA,6,NA,NA,NA
2020-03-16,15:50,42,109,44,NA,NA,NA,7,NA,NA,NA
2020-03-16,15:50,43,119,218,NA,NA,NA,6,NA,NA,NA
2020-03-16,15:50,50,12,19,NA,NA,NA,2,NA,NA,NA
2020-03-16,15:50,51,14,7,NA,NA,NA,NA,NA,NA,NA
2020-03-16,15:50,52,3,54,NA,NA,NA,3,NA,NA,NA
2020-03-16,15:50,53,107,93,NA,NA,NA,13,NA,NA,NA
2020-03-17,18:10,11,38,3,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,12,8,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,13,7,19,NA,NA,NA,1,NA,NA,NA
2020-03-17,18:10,14,5,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,15,21,22,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,16,6,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,17,11,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,21,52,8,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,22,14,4,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,23,211,95,NA,NA,NA,5,NA,NA,NA
2020-03-17,18:10,24,72,21,NA,NA,NA,1,NA,NA,NA
2020-03-17,18:10,25,48,15,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,26,71,33,NA,NA,NA,16,NA,NA,NA
2020-03-17,18:10,27,34,20,NA,NA,NA,1,NA,NA,NA
2020-03-17,18:10,28,7,12,NA,NA,NA,4,NA,NA,NA
2020-03-17,18:10,29,375,59,NA,NA,NA,3,NA,TRUE,NA
2020-03-17,18:10,31,563,99,NA,NA,NA,7,NA,NA,NA
2020-03-17,18:10,32,69,21,NA,NA,NA,1,NA,NA,NA
2020-03-17,18:10,33,859,194,NA,NA,NA,33,Transmissão comunitária no município do Rio de Janeiro,TRUE,NA
2020-03-17,18:10,35,5047,709,NA,NA,NA,164,Transmissão comunitária no município de São Paulo.,TRUE,1
2020-03-17,18:10,41,240,82,NA,NA,NA,6,NA,NA,NA
2020-03-17,18:10,42,220,55,NA,NA,NA,7,NA,NA,NA
2020-03-17,18:10,43,300,217,NA,NA,NA,10,NA,NA,NA
2020-03-17,18:10,50,44,45,NA,NA,NA,4,NA,NA,NA
2020-03-17,18:10,51,23,7,NA,NA,NA,NA,NA,NA,NA
2020-03-17,18:10,52,221,54,NA,NA,NA,6,NA,NA,NA
2020-03-17,18:10,53,253,96,NA,NA,NA,22,NA,NA,NA
2020-03-18,20:00,11,61,2,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,12,12,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,13,18,26,NA,NA,NA,1,NA,NA,NA
2020-03-18,20:00,14,9,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,15,43,23,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,16,15,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,17,13,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,21,125,13,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,22,12,2,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,23,493,89,NA,NA,NA,9,NA,NA,NA
2020-03-18,20:00,24,108,22,NA,NA,NA,1,NA,NA,NA
2020-03-18,20:00,25,85,11,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,26,89,23,NA,NA,NA,16,Transmissão comunitária no município de Recife.,TRUE,NA
2020-03-18,20:00,27,43,22,NA,NA,NA,1,NA,NA,NA
2020-03-18,20:00,28,15,11,NA,NA,NA,5,NA,NA,NA
2020-03-18,20:00,29,573,36,NA,NA,NA,3,NA,TRUE,NA
2020-03-18,20:00,31,925,104,NA,NA,NA,15,Transmissão comunitária no município de Belo Horizonte.,TRUE,NA
2020-03-18,20:00,32,71,21,NA,NA,NA,9,NA,NA,NA
2020-03-18,20:00,33,1254,148,NA,NA,NA,45,Transmissão comunitária no município do Rio de Janeiro.,TRUE,NA
2020-03-18,20:00,35,5334,596,NA,NA,NA,240,Transmissão comunitária no município de São Paulo.,TRUE,4
2020-03-18,20:00,41,400,119,NA,NA,NA,13,NA,NA,NA
2020-03-18,20:00,42,346,47,NA,NA,NA,10,Transmissão comunitária em Santa Catarina.,TRUE,NA
2020-03-18,20:00,43,416,330,NA,NA,NA,19,NA,NA,NA
2020-03-18,20:00,50,93,26,NA,NA,NA,7,NA,NA,NA
2020-03-18,20:00,51,45,8,NA,NA,NA,NA,NA,NA,NA
2020-03-18,20:00,52,353,55,NA,NA,NA,8,NA,NA,NA
2020-03-18,20:00,53,327,107,NA,NA,NA,26,NA,TRUE,NA
